"No. Pesanan","Status Pesanan","Alasan Pembatalan","Status Pembatalan/ Pengembalian","No. Resi","Opsi Pengiriman","Antar ke counter/ pick-up","Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan)","Waktu Pengiriman Diatur","Waktu Pesanan Dibuat","Waktu Pembayaran Dilakukan","Metode Pembayaran","SKU Induk","Nama Produk","Nomor Referensi SKU","Nama Variasi","Harga Awal","Harga Setelah Diskon","Jumlah","Returned quantity","Total Harga Produk","Total Diskon","Diskon Dari Penjual","Diskon Dari Shopee","Berat Produk","Jumlah Produk di Pesan","Total Berat","Voucher Ditanggung Penjual","Cashback Koin","Voucher Ditanggung Shopee","Paket Diskon","Paket Diskon (Diskon dari Shopee)","Paket Diskon (Diskon dari Penjual)","Potongan Koin Shopee","Diskon Kartu Kredit","Ongkos Kirim Dibayar oleh Pembeli","Estimasi Potongan Biaya Pengiriman","Ongkos Kirim Pengembalian Barang","Total Pembayaran","Perkiraan Ongkos Kirim","Catatan dari Pembeli","Catatan","Username (Pembeli)","Nama Penerima","No. Telepon","Alamat Pengiriman","Kota/Kabupaten","Provinsi","Waktu Pesanan Selesai"
"240519REIYAZ39","Selesai","","","SICEPAT2422835543","Reguler","Pick-up","2024-05-21 04:41","2024-05-19 20:41","2024-05-19 02:52","2024-05-19 04:41","COD","TAN-005","Tank Top Wanita Formal Elegan","TAN-005-Putih-XL","Putih, XL","331000","312600","2","0","625200","36800","0","0","221","2","442","0","0","0","0","0","0","0","0","0","10000","0","625200","10000","","","user_jn6fok","Pembeli 4836","6289981632126","Jl. Mawar No. 13, RT 01/RW 04","Bandung","Jawa Barat","2024-05-20 20:41"
"240613GOX22INI","Selesai","","","SICEPAT0371381771","Hemat","Antar ke counter","2024-06-15 01:44","2024-06-13 21:44","2024-06-13 00:15","2024-06-13 01:44","ShopeePay","CRO-008","Crop Top Wanita Vintage Murah","CRO-008-Lilac-All Size","Lilac, All Size","206000","195100","2","0","390200","21800","10000","0","304","2","608","10000","0","0","0","0","0","0","0","0","20000","0","380200","20000","","","user_vn8lfj","Pembeli 2380","6289056616444","Jl. Mawar No. 27, RT 09/RW 09","Surabaya","Jawa Timur","2024-06-15 21:44"
"240904XTFDC79F","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Instant","Pick-up","2024-09-06 20:38","","2024-09-04 19:21","","ShopeePay","CEL-001","Celana Kulot Wanita Rajut Terbaru","CEL-001-Sage green-L","Sage green, L","376000","339800","5","0","1699000","181000","10000","0","339","5","1695","10000","0","0","0","0","0","1068","0","0","25000","0","1687932","25000","","","user_jbc2sw","Pembeli 9209","6288589679668","Jl. Mawar No. 55, RT 07/RW 02","Bandung","Jawa Barat",""
"240506RUNJDU0I","Dikirim","","","JNT6780044637","Reguler","Antar ke counter","2024-05-08 22:23","2024-05-07 14:23","2024-05-06 21:32","2024-05-06 22:23","ShopeePay","CRO-094","Crop Top Wanita Slim Fit Murah","CRO-094-Beige-S","Beige, S","65000","61500","2","0","123000","7000","5000","0","397","2","794","5000","0","0","0","0","0","0","0","0","20000","0","118000","20000","","","user_1b3jcz","Pembeli 2262","6287425904890","Jl. Mawar No. 66, RT 06/RW 01","Medan","Sumatera Utara",""
"24071651LDQNK2","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Hemat","Antar ke counter","2024-07-18 14:36","","2024-07-16 14:35","","COD","CEL-001","Celana Kulot Wanita Rajut Terbaru","CEL-001-Coklat-S","Coklat, S","376000","295100","4","0","1180400","323600","10000","0","339","4","1356","10000","0","0","0","0","0","0","0","0","5000","0","1170400","5000","","","user_jcns6g","Pembeli 9450","6285215140451","Jl. Mawar No. 52, RT 02/RW 08","Semarang","Jawa Tengah",""
"241014CUP8IJL2","Diproses","","","SICEPAT3997757190","Instant","Pick-up","2024-10-16 06:40","2024-10-15 09:40","2024-10-14 05:20","2024-10-14 06:40","COD","TUN-069","Tunik Wanita Premium Murah","TUN-069-Sage green-S","Sage green, S","414000","255500","1","0","255500","158500","0","15000","389","1","389","0","0","15000","0","0","0","0","0","5000","0","0","245500","5000","","","user_d76szn","Pembeli 2391","6283494390866","Jl. Mawar No. 65, RT 03/RW 07","Surabaya","Jawa Timur",""
"240929EC2IHOY7","Selesai","","","JNT4291711431","Reguler","Antar ke counter","2024-10-01 05:01","2024-09-30 13:01","2024-09-29 03:14","2024-09-29 05:01","ShopeePay","JAK-098","Jaket Wanita Rajut Murah","JAK-098-Coklat-XL","Coklat, XL","253000","213000","3","0","639000","120000","0","0","305","3","915","0","0","0","0","0","0","0","0","30000","0","0","669000","30000","","","user_z8obk3","Pembeli 3848","6282073108894","Jl. Mawar No. 60, RT 02/RW 03","Surabaya","Jawa Timur","2024-10-03 13:01"
"240202R5RDNPX2","Dibatalkan","Ingin mengubah alamat","Dibatalkan oleh Pembeli","","Hemat","Antar ke counter","2024-02-04 16:33","","2024-02-02 15:18","","SPayLater","SWE-009","Sweater Wanita Korean Style Elegan","SWE-009-Hitam-S","Hitam, S","304000","267800","4","0","1071200","144800","10000","0","181","4","724","10000","0","0","0","0","0","1688","0","15000","0","0","1074512","15000","","","user_rnpm6j","Pembeli 8307","6284794276323","Jl. Mawar No. 5, RT 04/RW 05","Semarang","Jawa Tengah",""
"240406ZMUF8438","Selesai","","","JP9735495313","Same Day","Antar ke counter","2024-04-08 19:34","2024-04-08 17:34","2024-04-06 18:13","2024-04-06 19:34","Transfer Bank","ROK-003","Rok Midi Wanita Formal Import","ROK-003-Dusty pink-S","Dusty pink, S","288000","192100","4","0","768400","383600","0","0","304","4","1216","0","0","0","0","0","0","3185","0","10000","0","0","775215","10000","","","user_u9n79g","Pembeli 4875","6287839819230","Jl. Mawar No. 95, RT 06/RW 01","Jakarta","DKI Jakarta","2024-04-10 17:34"
"240729GAZU41UG","Selesai","","","SICEPAT0060436831","Same Day","Pick-up","2024-07-31 13:38","2024-07-30 12:38","2024-07-29 12:58","2024-07-29 13:38","Transfer Bank","CEL-007","Celana Kulot Wanita Formal Murah","CEL-007-Hitam-M","Hitam, M","82000","61100","2","0","122200","41800","10000","0","173","2","346","10000","0","0","0","0","0","0","0","5000","0","0","117200","5000","","","user_90pxrl","Pembeli 6846","6286048096802","Jl. Mawar No. 40, RT 05/RW 03","Makassar","Sulawesi Selatan","2024-08-02 12:38"
"240503AJDM5FC7","Selesai","","","JP9172918076","Reguler","Antar ke counter","2024-05-05 15:57","2024-05-04 17:57","2024-05-03 13:59","2024-05-03 15:57","SPayLater","HIJ-057","Hijab Wanita Formal Elegan","HIJ-057-Hitam-L","Hitam, L","60000","52600","1","0","52600","7400","10000","0","192","1","192","10000","0","0","0","0","0","0","0","5000","0","0","47600","5000","","","user_mn32u1","Pembeli 4695","6285993571693","Jl. Mawar No. 10, RT 01/RW 05","Bekasi","Jawa Barat","2024-05-07 17:57"
"240206DTG5NQJQ","Selesai","","","JP4664039459","Same Day","Pick-up","2024-02-08 04:31","2024-02-07 22:31","2024-02-06 03:47","2024-02-06 04:31","SPayLater","OUT-033","Outer Wanita Casual Murah","OUT-033-Dusty pink-L","Dusty pink, L","420000","364100","1","0","364100","55900","0","15000","191","1","191","0","0","15000","0","0","0","0","0","10000","0","0","359100","10000","","","user_hagkc4","Pembeli 6052","6288665986525","Jl. Mawar No. 61, RT 08/RW 05","Depok","Jawa Barat","2024-02-12 22:31"
"240328NOLJQ52W","Selesai","","","JP1606847203","Reguler","Pick-up","2024-03-30 22:31","2024-03-30 03:31","2024-03-28 20:43","2024-03-28 22:31","Transfer Bank","KAO-053","Kaos Wanita Casual Elegan","KAO-053-Lilac-XL","Lilac, XL","123000","92200","2","0","184400","61600","0","0","221","2","442","0","0","0","0","0","0","0","0","30000","0","0","214400","30000","","","user_83ep9p","Pembeli 3422","6286402580787","Jl. Mawar No. 94, RT 02/RW 02","Surabaya","Jawa Timur","2024-04-04 03:31"
"240721E9P3JPXG","Selesai","","","JP4157995125","Reguler","Antar ke counter","2024-07-24 00:18","2024-07-23 14:18","2024-07-21 22:37","2024-07-22 00:18","ShopeePay","SET-052","Setelan Wanita Vintage Import","SET-052-Dusty pink-XL","Dusty pink, XL","128000","92300","5","0","461500","178500","10000","0","198","5","990","10000","0","0","0","0","0","0","0","0","15000","0","451500","15000","","","user_076a3k","Pembeli 5593","6288914965741","Jl. Mawar No. 90, RT 02/RW 04","Yogyakarta","DI Yogyakarta","2024-07-26 14:18"
"240323KNFU84XY","Dikirim","","","SICEPAT7885135188","Reguler","Antar ke counter","2024-03-25 04:15","2024-03-24 18:15","2024-03-23 02:18","2024-03-23 04:15","Kartu Kredit","ROK-003","Rok Midi Wanita Formal Import","ROK-003-Beige-M","Beige, M","288000","185400","2","0","370800","205200","5000","0","304","2","608","5000","0","0","0","0","0","0","0","0","5000","0","365800","5000","","","user_o7yirq","Pembeli 8775","6286797174636","Jl. Mawar No. 21, RT 05/RW 02","Bekasi","Jawa Barat",""
"24041422VXYZX9","Selesai","","","JP8964118269","Same Day","Pick-up","2024-04-16 13:26","2024-04-16 03:26","2024-04-14 12:02","2024-04-14 13:26","SPayLater","KAO-054","Kaos Wanita Formal Terbaru","KAO-054-Navy-L","Navy, L","256000","202100","2","0","404200","107800","5000","0","356","2","712","5000","0","0","0","0","0","2222","0","25000","0","0","421978","25000","","","user_c9x5jz","Pembeli 5895","6281809000407","Jl. Mawar No. 67, RT 04/RW 01","Bandung","Jawa Barat","2024-04-19 03:26"
"240410QHEYTO5F","Selesai","","","SICEPAT3075172579","Reguler","Pick-up","2024-04-12 19:58","2024-04-12 09:58","2024-04-10 18:01","2024-04-10 19:58","COD","KEM-064","Kemeja Wanita Vintage Bahan Adem","KEM-064-Dusty pink-M","Dusty pink, M","64000","42000","5","0","210000","110000","0","0","322","5","1610","0","0","0","0","0","0","0","0","0","10000","0","210000","10000","","","user_i5p5nv","Pembeli 8598","6284655935832","Jl. Mawar No. 61, RT 01/RW 02","Yogyakarta","DI Yogyakarta","2024-04-15 09:58"
"240318ENVG3KK0","Selesai","","","SICEPAT1810393042","Instant","Pick-up","2024-03-20 19:37","2024-03-20 09:37","2024-03-18 18:53","2024-03-18 19:37","Transfer Bank","CAR-073","Cardigan Wanita Slim Fit Murah","CAR-073-Beige-XL","Beige, XL","110000","74300","1","0","74300","35700","10000","15000","262","1","262","10000","0","15000","0","0","0","0","0","0","20000","0","49300","20000","","","user_0861ta","Pembeli 1067","6282068687175","Jl. Mawar No. 89, RT 06/RW 05","Tangerang","Banten","2024-03-22 09:37"
"240819JVE3DZEE","Selesai","","","SICEPAT8939319942","Reguler","Pick-up","2024-08-21 15:42","2024-08-21 00:42","2024-08-19 14:34","2024-08-19 15:42","ShopeePay","CRO-027","Crop Top Wanita Basic Bahan Adem","CRO-027-Hitam-All Size","Hitam, All Size","269000","208000","1","0","208000","61000","0","0","285","1","285","0","0","0","0","0","0","0","0","30000","0","0","238000","30000","","","user_ypntrf","Pembeli 1152","6286588252632","Jl. Mawar No. 85, RT 02/RW 09","Jakarta","DKI Jakarta","2024-08-23 00:42"
"24021146AEXL68","Dikirim","","","SPX7893415964","Same Day","Pick-up","2024-02-13 07:30","2024-02-12 07:30","2024-02-11 06:26","2024-02-11 07:30","SPayLater","SET-030","Setelan Wanita Vintage Murah","SET-030-Hitam-S","Hitam, S","252000","180200","1","0","180200","71800","0","0","190","1","190","0","0","0","0","0","0","0","0","0","10000","0","180200","10000","","","user_9kqdgb","Pembeli 5760","6288201657412","Jl. Mawar No. 55, RT 02/RW 02","Yogyakarta","DI Yogyakarta",""
"240414SZDXIMYN","Selesai","","","JNT8149238767","Same Day","Pick-up","2024-04-16 06:42","2024-04-14 23:42","2024-04-14 04:49","2024-04-14 06:42","SPayLater","ROK-016","Rok Midi Wanita Polos Import","ROK-016-Hitam-M","Hitam, M","303000","276900","5","0","1384500","130500","5000","0","336","5","1680","5000","0","0","0","0","0","4533","0","0","10000","0","1374967","10000","","","user_7eobjl","Pembeli 9598","6283426709025","Jl. Mawar No. 86, RT 06/RW 09","Surabaya","Jawa Timur","2024-04-15 23:42"
"2411210AOBT328","Dibatalkan","Ingin mengubah alamat","Dibatalkan oleh Pembeli","","Same Day","Pick-up","2024-11-23 22:07","","2024-11-21 20:21","","COD","OUT-078","Outer Wanita Motif Bunga Murah","OUT-078-Hitam-S","Hitam, S","288000","208700","2","0","417400","158600","0","15000","275","2","550","0","0","15000","0","0","0","0","0","0","20000","0","402400","20000","","","user_bixoiq","Pembeli 8341","6287435820151","Jl. Mawar No. 41, RT 02/RW 08","Makassar","Sulawesi Selatan",""
"240904DO74V1QX","Dikirim","","","SPX6438883757","Reguler","Pick-up","2024-09-06 14:56","2024-09-06 10:56","2024-09-04 14:17","2024-09-04 14:56","Transfer Bank","SET-046","Setelan Wanita Vintage Bahan Adem","SET-046-Maroon-S","Maroon, S","151000","138300","2","0","276600","25400","5000","0","221","2","442","5000","0","0","0","0","0","0","0","0","15000","0","271600","15000","","","user_r30ojh","Pembeli 2978","6282687477596","Jl. Mawar No. 59, RT 04/RW 06","Jakarta","DKI Jakarta",""
"240714HWKMY9X8","Selesai","","","JP5098459157","Instant","Pick-up","2024-07-16 19:45","2024-07-16 14:45","2024-07-14 19:27","2024-07-14 19:45","SPayLater","ROK-013","Rok Midi Wanita Formal Terbaru","ROK-013-Navy-All Size","Navy, All Size","224000","165300","3","0","495900","176100","0","0","221","3","663","0","0","0","0","0","0","0","0","0","25000","0","495900","25000","","","user_2ev5s4","Pembeli 9975","6288991678061","Jl. Mawar No. 92, RT 09/RW 04","Medan","Sumatera Utara","2024-07-18 14:45"
"240714YBNO2Y8B","Selesai","","","JP7559768584","Hemat","Pick-up","2024-07-16 17:47","2024-07-16 01:47","2024-07-14 16:37","2024-07-14 17:47","Transfer Bank","DRE-066","Dress Wanita Polos Terbaru","DRE-066-Putih-S","Putih, S","244000","199300","1","0","199300","44700","5000","0","318","1","318","5000","0","0","0","0","0","0","0","0","10000","0","194300","10000","","","user_1b3d50","Pembeli 4675","6287705605962","Jl. Mawar No. 31, RT 09/RW 05","Medan","Sumatera Utara","2024-07-17 01:47"
"241015HGCSOTDH","Dikirim","","","SICEPAT8976756792","Reguler","Pick-up","2024-10-17 20:03","2024-10-16 20:03","2024-10-15 19:30","2024-10-15 20:03","ShopeePay","KAO-022","Kaos Wanita Casual Murah","KAO-022-Putih-M","Putih, M","101000","61900","5","0","309500","195500","5000","0","213","5","1065","5000","0","0","0","0","0","1659","0","0","5000","0","302841","5000","","","user_lzfflb","Pembeli 5934","6282537965898","Jl. Mawar No. 91, RT 06/RW 09","Medan","Sumatera Utara",""
"2403235PDTZ91X","Selesai","","","JNT3275989064","Reguler","Pick-up","2024-03-25 22:01","2024-03-25 07:01","2024-03-23 20:36","2024-03-23 22:01","Kartu Kredit","SWE-079","Sweater Wanita Korean Style Terbaru","SWE-079-Coklat-S","Coklat, S","354000","251700","3","0","755100","306900","5000","0","258","3","774","5000","0","0","0","0","0","4732","0","0","15000","0","745368","15000","","","user_2qb6gs","Pembeli 2572","6289621419224","Jl. Mawar No. 9, RT 04/RW 04","Makassar","Sulawesi Selatan","2024-03-30 07:01"
"241230024KWK58","Selesai","","","JP4300755223","Same Day","Antar ke counter","2025-01-01 23:16","2024-12-31 20:16","2024-12-30 23:06","2024-12-30 23:16","COD","ROK-055","Rok Mini Wanita Korean Style Bahan Adem","ROK-055-Sage green-S","Sage green, S","37000","30100","1","0","30100","6900","0","0","398","1","398","0","0","0","0","0","0","4801","0","0","30000","0","25299","30000","","","user_2kd1po","Pembeli 1504","6283035761595","Jl. Mawar No. 69, RT 04/RW 03","Bandung","Jawa Barat","2025-01-04 20:16"
"241202MYIKCGRL","Dikirim","","","JP5510559379","Hemat","Antar ke counter","2024-12-04 19:53","2024-12-04 06:53","2024-12-02 18:19","2024-12-02 19:53","ShopeePay","CAR-044","Cardigan Wanita Korean Style Terbaru","CAR-044-Coklat-XL","Coklat, XL","392000","248100","5","0","1240500","719500","5000","0","311","5","1555","5000","0","0","0","0","0","0","0","10000","0","0","1245500","10000","","","user_479qtk","Pembeli 2103","6282076695131","Jl. Mawar No. 26, RT 08/RW 06","Depok","Jawa Barat",""
"240913Q1NI10KQ","Selesai","","","JNT8913776236","Reguler","Antar ke counter","2024-09-15 02:55","2024-09-13 23:55","2024-09-13 02:15","2024-09-13 02:55","COD","DRE-061","Dress Wanita Polos Bahan Adem","DRE-061-Maroon-XL","Maroon, XL","61000","50300","3","0","150900","32100","5000","0","341","3","1023","5000","0","0","0","0","0","4650","0","0","30000","0","141250","30000","","","user_0w064w","Pembeli 7637","6289747372233","Jl. Mawar No. 34, RT 09/RW 09","Yogyakarta","DI Yogyakarta","2024-09-16 23:55"
"240717V6CJ9IO3","Selesai","","","JNT5688615419","Kargo","Pick-up","2024-07-19 05:35","2024-07-18 18:35","2024-07-17 05:23","2024-07-17 05:35","ShopeePay","CRO-094","Crop Top Wanita Slim Fit Murah","CRO-094-Maroon-L","Maroon, L","65000","60800","4","0","243200","16800","0","0","397","4","1588","0","0","0","0","0","0","0","0","10000","0","0","253200","10000","","","user_bxd8wj","Pembeli 5314","6283448819206","Jl. Mawar No. 49, RT 07/RW 06","Bekasi","Jawa Barat","2024-07-20 18:35"
"240513HVQRHOFU","Selesai","","","JP5110621371","Same Day","Antar ke counter","2024-05-16 00:59","2024-05-15 18:59","2024-05-13 23:56","2024-05-14 00:59","Kartu Kredit","KAO-053","Kaos Wanita Casual Elegan","KAO-053-Sage green-S","Sage green, S","123000","96100","4","0","384400","107600","0","0","221","4","884","0","0","0","0","0","0","0","0","0","30000","0","384400","30000","","","user_fwbucj","Pembeli 3949","6283738568701","Jl. Mawar No. 93, RT 05/RW 02","Depok","Jawa Barat","2024-05-17 18:59"
"241025V01ZDERI","Diproses","","","JNT1695031059","Instant","Antar ke counter","2024-10-27 01:55","2024-10-26 21:55","2024-10-25 01:31","2024-10-25 01:55","Kartu Kredit","ROK-087","Rok Mini Wanita Slim Fit Bahan Adem","ROK-087-Navy-M","Navy, M","238000","175700","2","0","351400","124600","0","0","399","2","798","0","0","0","0","0","0","2975","0","0","25000","0","348425","25000","","","user_ta7ypp","Pembeli 1711","6282842353139","Jl. Mawar No. 62, RT 07/RW 06","Surabaya","Jawa Timur",""
"24112928DS22WY","Selesai","","","SICEPAT2070553284","Kargo","Pick-up","2024-12-01 15:08","2024-11-30 21:08","2024-11-29 14:57","2024-11-29 15:08","Transfer Bank","DRE-019","Dress Wanita Formal Terbaru","DRE-019-Navy-All Size","Navy, All Size","442000","380700","5","0","1903500","306500","0","15000","230","5","1150","0","0","15000","0","0","0","3261","0","30000","0","0","1915239","30000","","","user_ntjlmz","Pembeli 3262","6283831598303","Jl. Mawar No. 96, RT 04/RW 08","Bekasi","Jawa Barat","2024-12-01 21:08"
"240121YOHAZ7T0","Selesai","","","JP8846023679","Hemat","Pick-up","2024-01-23 05:31","2024-01-22 17:31","2024-01-21 05:10","2024-01-21 05:31","Kartu Kredit","OUT-078","Outer Wanita Motif Bunga Murah","OUT-078-Lilac-L","Lilac, L","288000","201900","5","0","1009500","430500","5000","0","275","5","1375","5000","0","0","0","0","0","1137","0","20000","0","0","1023363","20000","","","user_zwymx9","Pembeli 2422","6289576264323","Jl. Mawar No. 100, RT 07/RW 06","Tangerang","Banten","2024-01-26 17:31"
"240805A3IDY3C7","Selesai","","","JNT9261952410","Same Day","Pick-up","2024-08-07 05:17","2024-08-06 15:17","2024-08-05 03:19","2024-08-05 05:17","SPayLater","SET-043","Setelan Wanita Korean Style Bahan Adem","SET-043-Putih-All Size","Putih, All Size","313000","192500","5","0","962500","602500","10000","15000","208","5","1040","10000","0","15000","0","0","0","0","0","0","30000","0","937500","30000","","","user_y65rjn","Pembeli 4610","6286651020291","Jl. Mawar No. 46, RT 09/RW 09","Makassar","Sulawesi Selatan","2024-08-09 15:17"
"240704SP7BM41Q","Selesai","","","SPX8296941782","Reguler","Pick-up","2024-07-06 02:30","2024-07-05 12:30","2024-07-04 01:49","2024-07-04 02:30","SPayLater","KAO-031","Kaos Wanita Korean Style Murah","KAO-031-Mustard-L","Mustard, L","286000","256100","1","0","256100","29900","0","15000","345","1","345","0","0","15000","0","0","0","2520","0","25000","0","0","263580","25000","","","user_65ujg1","Pembeli 9374","6286498703287","Jl. Mawar No. 29, RT 03/RW 01","Makassar","Sulawesi Selatan","2024-07-07 12:30"
"24021694SZ2KUU","Selesai","","","SICEPAT3063138122","Kargo","Pick-up","2024-02-18 19:24","2024-02-18 16:24","2024-02-16 17:54","2024-02-16 19:24","ShopeePay","SET-043","Setelan Wanita Korean Style Bahan Adem","SET-043-Sage green-M","Sage green, M","313000","242700","2","0","485400","140600","0","0","208","2","416","0","0","0","0","0","0","3358","0","20000","0","0","502042","20000","","","user_z2t4h2","Pembeli 3450","6281041842844","Jl. Mawar No. 54, RT 08/RW 03","Yogyakarta","DI Yogyakarta","2024-02-23 16:24"
"240603LXZVO527","Selesai","","","JP2280723583","Same Day","Antar ke counter","2024-06-05 17:35","2024-06-04 15:35","2024-06-03 17:22","2024-06-03 17:35","Kartu Kredit","JAK-015","Jaket Wanita Formal Murah","JAK-015-Sage green-All Size","Sage green, All Size","389000","342500","5","0","1712500","232500","10000","15000","389","5","1945","10000","0","15000","0","0","0","0","0","15000","0","0","1702500","15000","","","user_kwfg3m","Pembeli 7631","6281306420495","Jl. Mawar No. 21, RT 06/RW 04","Semarang","Jawa Tengah","2024-06-08 15:35"
"241017TE8TVQ05","Selesai","","","SICEPAT4107697011","Reguler","Antar ke counter","2024-10-19 12:09","2024-10-19 09:09","2024-10-17 10:53","2024-10-17 12:09","COD","HIJ-060","Hijab Wanita Casual Import","HIJ-060-Lilac-S","Lilac, S","181000","170300","4","0","681200","42800","0","15000","205","4","820","0","0","15000","0","0","0","0","0","0","15000","0","666200","15000","","","user_pesgbm","Pembeli 6328","6289006854740","Jl. Mawar No. 60, RT 09/RW 05","Yogyakarta","DI Yogyakarta","2024-10-20 09:09"
