"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Toko","2024-03-03","Peralatan Penyajian","[NEW] Mangkuk Saji","1.5L","97000","1","97000","Cash",""
"Toko","2024-03-04","Peralatan Persiapan Bahan","[SCD] Talenan","500ml","47000","2","94000","Tf",""
"Live","2024-03-04","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","Besar","25000","2","50000","Qris","085317878534"
"Live","2024-03-05","Peralatan Pendingin","[NEW] Cetakan Es Batu","Biru","64000","4","256000","Tf","084776306926"
"Toko","2024-03-05","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Merah","890000","5","4450000","Cash",""
"Live","2024-03-06","Peralatan Pengaduk & Pencampur","[NEW] Centong","1.5L","15000","5","75000","Tf","088440717662"
"Live","2024-03-07","Peralatan Pemotong Khusus","[NEW] Pisau Roti","1L","11000","5","55000","Tf","082984417560"
"Live","2024-03-08","Peralatan Persiapan Bahan","[NEW] Cobek","Plastik","92000","5","460000","Qris","081318074826"
"Live","2024-03-08","Peralatan Pemotong Khusus","[NEW] Pisau Daging","Kecil","89000","1","89000","Tf","085561227171"
"Toko","2024-03-08","Peralatan Khusus / Unik","[SCD] Pengupas Nanas","500ml","36500","1","36500","Tf",""
"Toko","2024-03-08","Peralatan Minum","[NEW] Gelas Kaca","Silver","65000","5","325000","Cash",""
"Toko","2024-03-08","Peralatan Pengaduk & Pencampur","[NEW] Centong","5L","38000","3","114000","Qris",""
"Live","2024-03-09","Peralatan Pengaduk & Pencampur","[NEW] Centong","Biru","13000","3","39000","Tf","089385751388"
"Toko","2024-03-10","Peralatan Pemanas","[NEW] Oven","Silver","910000","1","910000","Cash",""
"Toko","2024-03-10","Peralatan Pemanas","[SCD] Oven","Plastik","655500","4","2622000","Cash",""
"Live","2024-03-10","Peralatan Pemanas","[NEW] Kompor Gas","Plastik","1467000","1","1467000","Qris","087930820838"
"Toko","2024-03-10","Peralatan Memasak Utama","[NEW] Wajan","5L","220000","2","440000","Qris",""
"Live","2024-03-10","Peralatan Pemanas","[PRV] Kompor Listrik","Hitam","521000","3","1563000","Qris","081694304190"
"Toko","2024-03-10","Peralatan Pendingin","[NEW] Cetakan Es Batu","1.5L","56000","2","112000","Tf",""
"Toko","2024-03-10","Peralatan Pemotong Khusus","[NEW] Pisau Roti","5L","44000","3","132000","Tf",""
"Toko","2024-03-10","Peralatan Pendingin","[SCD] Cetakan Es Batu","Putih","25500","5","127500","Qris",""
"Live","2024-03-10","Peralatan Pengukuran","[NEW] Timbangan Dapur","1.5L","92000","5","460000","Qris","082166872901"
"Toko","2024-03-10","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Kecil","24000","3","72000","Qris",""
"Live","2024-03-10","Peralatan Pendingin","[NEW] Ice Box","Hitam","21000","2","42000","Tf","088421492577"
"Live","2024-03-10","Peralatan Pendingin","[PRV] Ice Box","250ml","69500","5","347500","Tf","086980576645"
"Live","2024-03-10","Peralatan Khusus / Unik","[SCD] Pengupas Nanas","Stainless","42500","3","127500","Qris","087894505263"
"Live","2024-03-11","Peralatan Baking","[SCD] Rolling Pin","500ml","106000","2","212000","Tf","086368232418"
"Toko","2024-03-11","Peralatan Baking","[NEW] Rolling Pin","Silver","138000","4","552000","Tf",""
"Live","2024-03-11","Peralatan Minum","[SCD] Mug Keramik","Putih","31000","2","62000","Tf","081250647626"
"Live","2024-03-11","Peralatan Pengaduk & Pencampur","[SCD] Whisk","Besar","38000","2","76000","Tf","087079038636"
"Live","2024-03-11","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Silver","390000","1","390000","Tf","089507765370"
"Live","2024-03-11","Peralatan Penyaring & Peniris","[SCD] Keranjang Cuci Sayur","Stainless","46000","4","184000","Qris","081637499503"
"Live","2024-03-11","Peralatan Pemotong Khusus","[PRV] Pisau Roti","Plastik","12500","1","12500","Qris","082272883973"
"Toko","2024-03-11","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Plastik","94000","1","94000","Tf",""
"Live","2024-03-11","Peralatan Pendingin","[NEW] Cooler Bag","Plastik","36000","3","108000","Tf","085044205259"
"Toko","2024-03-11","Peralatan Persiapan Bahan","[NEW] Talenan","500ml","50000","1","50000","Cash",""
"Live","2024-03-11","Peralatan Pendingin","[SCD] Ice Box","Merah","14500","5","72500","Tf","082632050932"
"Toko","2024-03-11","Peralatan Pengaduk & Pencampur","[SCD] Sendok Sayur","Hitam","38000","4","152000","Qris",""
"Toko","2024-03-12","Peralatan Pengukuran","[SCD] Timbangan Dapur","Plastik","49000","2","98000","Tf",""
"Toko","2024-03-12","Peralatan Memasak Utama","[NEW] Wajan","Plastik","192000","1","192000","Tf",""
"Toko","2024-03-12","Peralatan Pendingin","[SCD] Ice Box","5L","27500","5","137500","Qris",""
"Live","2024-03-12","Peralatan Penyajian","[PRV] Piring Saji","500ml","34500","1","34500","Qris","088577767972"
"Live","2024-03-12","Peralatan Penyaring & Peniris","[PRV] Saringan Teh","2L","53000","2","106000","Tf","086488324670"
"Toko","2024-03-12","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","250ml","62000","1","62000","Cash",""
"Toko","2024-03-13","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","2L","50000","5","250000","Qris",""
"Live","2024-03-13","Peralatan Pemanas","[SCD] Oven","Kecil","586000","2","1172000","Qris","089246411831"
"Toko","2024-03-13","Peralatan Penyajian","[NEW] Nampan","Kecil","90000","4","360000","Tf",""
"Live","2024-03-13","Peralatan Pemanas","[SCD] Microwave","Putih","103500","5","517500","Tf","086224996901"
"Live","2024-03-13","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Merah","73000","5","365000","Tf","084554419299"
"Live","2024-03-13","Peralatan Minum","[NEW] Teko Air","2L","88000","1","88000","Tf","081380493844"
"Toko","2024-03-13","Peralatan Elektronik Dapur Kecil","[SCD] Blender","1L","226500","5","1132500","Cash",""
"Toko","2024-03-14","Peralatan Penyajian","[NEW] Piring Kaca","Silver","39000","1","39000","Cash",""
"Toko","2024-03-14","Peralatan Pendingin","[NEW] Cooler Bag","Kayu","18000","2","36000","Cash",""
"Live","2024-03-14","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","1L","50000","3","150000","Tf","086271349206"
"Live","2024-03-14","Peralatan Baking","[NEW] Loyang Kue","Biru","282000","2","564000","Qris","083279413696"
"Toko","2024-03-14","Peralatan Pendingin","[SCD] Cooler Bag","1.5L","5500","5","27500","Cash",""
"Live","2024-03-14","Peralatan Memasak Utama","[SCD] Presto","1.5L","141000","4","564000","Tf","086810486602"
"Live","2024-03-14","Peralatan Baking","[SCD] Loyang Kue","Silver","29500","4","118000","Tf","088806691228"
"Live","2024-03-15","Peralatan Memasak Utama","[NEW] Teflon","Hitam","126000","4","504000","Qris","084045456328"
"Toko","2024-03-15","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Putih","594000","4","2376000","Qris",""
"Live","2024-03-15","Peralatan Pengaduk & Pencampur","[PRV] Spatula","1L","40000","5","200000","Qris","087905800470"
"Toko","2024-03-15","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","Biru","36000","5","180000","Cash",""
"Toko","2024-03-15","Peralatan Minum","[SCD] Gelas Kaca","1.5L","32500","1","32500","Qris",""
"Live","2024-03-15","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","250ml","827000","2","1654000","Tf","089974348394"
"Live","2024-03-15","Peralatan Memasak Utama","[SCD] Teflon","Stainless","89000","4","356000","Qris","081824277229"
"Toko","2024-03-15","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","2L","22000","5","110000","Qris",""
"Toko","2024-03-15","Peralatan Elektronik Dapur Kecil","[PRV] Rice Cooker","Besar","227000","2","454000","Tf",""
"Toko","2024-03-15","Peralatan Minum","[NEW] Gelas Kaca","Kecil","88000","1","88000","Qris",""
"Live","2024-03-15","Peralatan Pendingin","[SCD] Ice Box","5L","36000","2","72000","Tf","089628833420"
"Live","2024-03-16","Peralatan Baking","[NEW] Rolling Pin","Plastik","148000","1","148000","Tf","085205504279"
"Live","2024-03-16","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","Kayu","12000","3","36000","Qris","084647617710"
"Live","2024-03-16","Peralatan Baking","[NEW] Loyang Kue","Biru","83000","5","415000","Tf","082622267717"
"Toko","2024-03-16","Peralatan Minum","[NEW] Gelas Kaca","Silver","31000","3","93000","Tf",""
"Live","2024-03-16","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","Putih","58000","5","290000","Qris","083711747450"
"Toko","2024-03-16","Peralatan Baking","[NEW] Loyang Kue","Hitam","114000","4","456000","Tf",""
"Toko","2024-03-16","Peralatan Memasak Utama","[NEW] Presto","500ml","230000","1","230000","Cash",""
"Toko","2024-03-16","Peralatan Persiapan Bahan","[PRV] Mangkuk Adonan","Putih","65000","5","325000","Qris",""
"Toko","2024-03-16","Peralatan Persiapan Bahan","[NEW] Cobek","Hitam","19000","1","19000","Qris",""
"Toko","2024-03-16","Peralatan Pengukuran","[NEW] Timbangan Dapur","250ml","51000","1","51000","Tf",""
"Toko","2024-03-16","Peralatan Pengaduk & Pencampur","[NEW] Centong","Hitam","43000","3","129000","Qris",""
"Toko","2024-03-17","Peralatan Pemanas","[NEW] Kompor Gas","Besar","1324000","5","6620000","Tf",""
"Live","2024-03-17","Peralatan Minum","[NEW] Termos","Plastik","12000","5","60000","Tf","081670570967"
"Toko","2024-03-17","Peralatan Pemanas","[NEW] Oven","2L","370000","1","370000","Tf",""
"Live","2024-03-17","Peralatan Pendingin","[SCD] Ice Box","Putih","28000","3","84000","Tf","087836421251"
"Live","2024-03-17","Peralatan Penyajian","[NEW] Piring Saji","5L","19000","2","38000","Tf","081317347675"
"Live","2024-03-17","Peralatan Penyajian","[SCD] Nampan","500ml","43000","2","86000","Tf","084694204496"
"Toko","2024-03-17","Peralatan Khusus / Unik","[SCD] Cetakan Bento","500ml","39500","5","197500","Tf",""
"Live","2024-03-18","Peralatan Pemotong Khusus","[NEW] Peeler","Silver","31000","2","62000","Qris","089966091490"
"Toko","2024-03-18","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","Biru","36000","5","180000","Tf",""
"Toko","2024-03-18","Peralatan Pengukuran","[NEW] Gelas Ukur","Plastik","26000","1","26000","Cash",""
"Toko","2024-03-18","Peralatan Penyajian","[NEW] Mangkuk Saji","Biru","54000","3","162000","Qris",""
"Live","2024-03-18","Peralatan Minum","[SCD] Termos","1L","49000","1","49000","Qris","085429420756"
"Toko","2024-03-20","Peralatan Persiapan Bahan","[SCD] Talenan","Kayu","37500","4","150000","Qris",""
"Toko","2024-03-20","Peralatan Pendingin","[SCD] Ice Box","500ml","38000","3","114000","Tf",""
"Toko","2024-03-20","Peralatan Kebersihan Dapur","[SCD] Lap Dapur","1.5L","7500","5","37500","Qris",""
"Live","2024-03-20","Peralatan Persiapan Bahan","[SCD] Talenan","Plastik","10000","2","20000","Qris","088959068925"
"Live","2024-03-20","Peralatan Elektronik Dapur Kecil","[NEW] Blender","2L","233000","1","233000","Qris","083710559740"
"Live","2024-03-20","Peralatan Memasak Utama","[NEW] Presto","2L","115000","1","115000","Qris","085826684657"
"Toko","2024-03-20","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Kayu","88000","4","352000","Qris",""
"Toko","2024-03-20","Peralatan Persiapan Bahan","[SCD] Baskom","Plastik","40000","4","160000","Qris",""
"Toko","2024-03-20","Peralatan Pemanas","[PRV] Microwave","Hitam","878000","1","878000","Qris",""
"Toko","2024-03-20","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Merah","61000","3","183000","Tf",""
"Live","2024-03-20","Peralatan Pengaduk & Pencampur","[NEW] Whisk","2L","60000","5","300000","Tf","089902856281"
"Live","2024-03-21","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Plastik","69000","2","138000","Qris","084073156464"
"Toko","2024-03-21","Peralatan Pemotong Khusus","[PRV] Pisau Roti","500ml","56500","1","56500","Qris",""
"Live","2024-03-21","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","500ml","48000","5","240000","Qris","086195164951"
"Toko","2024-03-21","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Stainless","83000","4","332000","Cash",""
"Toko","2024-03-21","Peralatan Pengukuran","[NEW] Gelas Ukur","Besar","35000","1","35000","Tf",""
"Live","2024-03-21","Peralatan Pengukuran","[SCD] Sendok Takar","Kayu","37000","4","148000","Qris","084752544430"
"Live","2024-03-21","Peralatan Pengukuran","[SCD] Gelas Ukur","500ml","11500","5","57500","Qris","086963817317"
"Live","2024-03-21","Peralatan Minum","[PRV] Mug Keramik","Besar","49000","5","245000","Tf","085183763420"
"Toko","2024-03-21","Peralatan Pemotong Khusus","[NEW] Peeler","1L","12000","4","48000","Cash",""
"Toko","2024-03-22","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","500ml","157500","5","787500","Qris",""
"Live","2024-03-22","Peralatan Penyajian","[NEW] Mangkuk Saji","Hitam","22000","4","88000","Tf","086563453123"
"Live","2024-03-22","Peralatan Pemanas","[NEW] Kompor Gas","2L","1247000","5","6235000","Qris","086676270868"
"Toko","2024-03-22","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Kecil","53000","5","265000","Tf",""
"Live","2024-03-22","Peralatan Pendingin","[SCD] Cooler Bag","Biru","27500","5","137500","Qris","087234210251"
"Toko","2024-03-22","Peralatan Pemanas","[SCD] Oven","2L","119000","1","119000","Qris",""
"Live","2024-03-23","Peralatan Pemotong Khusus","[PRV] Gunting Dapur","Silver","65000","5","325000","Tf","082988822567"
"Toko","2024-03-23","Peralatan Elektronik Dapur Kecil","[PRV] Toaster","250ml","579500","1","579500","Qris",""
"Toko","2024-03-23","Peralatan Khusus / Unik","[PRV] Cetakan Bento","Merah","65000","2","130000","Qris",""
"Live","2024-03-23","Peralatan Pemanas","[PRV] Kompor Gas","2L","775000","5","3875000","Qris","083122945773"
"Live","2024-03-23","Peralatan Pemanas","[PRV] Oven","Besar","784500","5","3922500","Tf","085154453527"
"Live","2024-03-23","Peralatan Pengaduk & Pencampur","[NEW] Whisk","250ml","100000","3","300000","Tf","088824051609"
"Toko","2024-03-23","Peralatan Penyimpanan Makanan","[PRV] Toples Kaca","Silver","26000","4","104000","Qris",""
"Live","2024-03-23","Peralatan Pengaduk & Pencampur","[SCD] Spatula","Plastik","10500","3","31500","Tf","081786639896"
"Toko","2024-03-23","Peralatan Khusus / Unik","[SCD] Cetakan Bento","1.5L","44000","3","132000","Tf",""
"Live","2024-03-23","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Besar","86000","5","430000","Tf","086337212057"
"Live","2024-03-23","Peralatan Elektronik Dapur Kecil","[PRV] Toaster","1L","441000","2","882000","Tf","088307226369"
"Live","2024-03-23","Peralatan Kebersihan Dapur","[PRV] Tempat Sabun","1.5L","26500","3","79500","Tf","088636629169"
"Live","2024-03-23","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Plastik","482000","2","964000","Tf","087250760440"
"Toko","2024-03-24","Peralatan Pendingin","[NEW] Cetakan Es Batu","Hitam","100000","4","400000","Tf",""
"Toko","2024-03-24","Peralatan Baking","[PRV] Cetakan Muffin","Merah","103000","1","103000","Tf",""
"Live","2024-03-24","Peralatan Pemanas","[NEW] Microwave","5L","713000","2","1426000","Qris","088870012954"
"Toko","2024-03-24","Peralatan Pengukuran","[PRV] Timbangan Dapur","Hitam","33000","3","99000","Cash",""
"Toko","2024-03-24","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","1L","87000","2","174000","Cash",""
"Live","2024-03-24","Peralatan Pendingin","[NEW] Cooler Bag","Hitam","28000","3","84000","Tf","083177941954"
"Live","2024-03-24","Peralatan Memasak Utama","[PRV] Panci","1.5L","204500","4","818000","Qris","086096665953"
"Toko","2024-03-24","Peralatan Persiapan Bahan","[NEW] Baskom","Silver","87000","2","174000","Qris",""
"Toko","2024-03-24","Peralatan Minum","[NEW] Teko Air","Silver","52000","4","208000","Qris",""
"Live","2024-03-24","Peralatan Penyajian","[SCD] Nampan","Plastik","24500","1","24500","Tf","083969435899"
"Live","2024-03-24","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","2L","29000","2","58000","Qris","085779670062"
"Toko","2024-03-24","Peralatan Pendingin","[PRV] Cetakan Es Batu","2L","59000","1","59000","Qris",""
"Toko","2024-03-24","Peralatan Pengukuran","[NEW] Gelas Ukur","Besar","30000","5","150000","Qris",""
"Toko","2024-03-24","Peralatan Memasak Utama","[PRV] Wajan","Plastik","92500","1","92500","Qris",""
"Live","2024-03-24","Peralatan Elektronik Dapur Kecil","[PRV] Blender","1.5L","1030500","3","3091500","Qris","085884856194"
"Toko","2024-03-25","Peralatan Pengukuran","[NEW] Sendok Takar","2L","27000","4","108000","Cash",""
"Live","2024-03-25","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","2L","22000","3","66000","Tf","086358627836"
"Toko","2024-03-25","Peralatan Pengaduk & Pencampur","[NEW] Centong","5L","14000","4","56000","Cash",""
"Toko","2024-03-25","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","5L","432500","4","1730000","Tf",""
"Live","2024-03-25","Peralatan Minum","[NEW] Mug Keramik","2L","98000","3","294000","Tf","082598219579"
"Live","2024-03-25","Peralatan Baking","[NEW] Cetakan Muffin","Merah","284000","3","852000","Tf","082587284634"
"Toko","2024-03-25","Peralatan Pemotong Khusus","[PRV] Peeler","500ml","49000","4","196000","Tf",""
"Toko","2024-03-25","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Hitam","88000","2","176000","Qris",""
"Toko","2024-03-25","Peralatan Pemanas","[NEW] Oven","500ml","1435000","5","7175000","Qris",""
"Live","2024-03-25","Peralatan Penyaring & Peniris","[PRV] Peniris Gorengan","500ml","37000","5","185000","Tf","083349132673"
"Live","2024-03-26","Peralatan Persiapan Bahan","[NEW] Baskom","2L","21000","2","42000","Qris","088282379413"
"Live","2024-03-26","Peralatan Minum","[NEW] Termos","Sedang","45000","4","180000","Qris","087659038983"
"Live","2024-03-26","Peralatan Pemotong Khusus","[PRV] Pisau Roti","1L","21000","3","63000","Tf","085765869282"
"Live","2024-03-26","Peralatan Pemotong Khusus","[PRV] Peeler","500ml","26500","4","106000","Qris","084062235233"
"Live","2024-03-26","Peralatan Baking","[PRV] Rolling Pin","Merah","61000","1","61000","Qris","087319547542"
"Live","2024-03-26","Peralatan Baking","[NEW] Rolling Pin","1L","226000","1","226000","Tf","083032214069"
"Toko","2024-03-26","Peralatan Persiapan Bahan","[SCD] Cobek","Sedang","32000","2","64000","Cash",""
"Live","2024-03-26","Peralatan Pengaduk & Pencampur","[PRV] Centong","Kayu","65000","1","65000","Tf","081096790057"
"Toko","2024-03-26","Peralatan Khusus / Unik","[SCD] Pengupas Nanas","Besar","20000","2","40000","Qris",""
"Live","2024-03-26","Peralatan Minum","[NEW] Teko Air","Silver","51000","4","204000","Tf","084963621067"
"Toko","2024-03-26","Peralatan Pemanas","[NEW] Kompor Gas","500ml","951000","2","1902000","Cash",""
"Toko","2024-03-26","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","500ml","54000","4","216000","Cash",""
"Toko","2024-03-26","Peralatan Pemotong Khusus","[NEW] Peeler","2L","96000","4","384000","Tf",""
"Live","2024-03-26","Peralatan Persiapan Bahan","[PRV] Talenan","250ml","52500","5","262500","Qris","085337323981"
"Live","2024-03-26","Peralatan Pendingin","[NEW] Ice Box","Stainless","32000","1","32000","Qris","085775501430"
"Live","2024-03-26","Peralatan Memasak Utama","[NEW] Wajan","Biru","118000","5","590000","Tf","083062646024"
"Live","2024-03-27","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Silver","634000","5","3170000","Tf","085189071393"
"Toko","2024-03-27","Peralatan Khusus / Unik","[SCD] Pemecah Kemiri","Hitam","13000","2","26000","Tf",""
"Live","2024-03-27","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","1.5L","92000","1","92000","Qris","089589228289"
